,a11,a12,a13,a21,a22,a23,a31,a32,a33,b1,b2,b3
34871,0.0970222669907205,0.5871975547092693,0.060839045739364904,0.1078587441037398,0.7092370533104072,0.09612605131776654,0.0013388154448763408,0.011516176231014058,0.9866091783103834,0.24748804583848058,0.08424123193892984,0.0005201652697883859
37257,0.1008333753330502,0.4402047058417017,0.02187291489763089,0.06644469692142334,0.8148193678100427,0.05986409777542173,0.0008459006993744197,0.015338168994144396,0.9834089045798192,0.32695905121190216,0.04403835364624402,0.00030447058656717807
37278,0.027516480160050094,0.5390576021600848,0.027442190006001014,0.04022187459045994,0.822576703667647,0.04996548120080152,0.00040507353990731015,0.009884576118253052,0.9892781919633575,0.23045917620095713,0.0495200216703412,0.00024531737876288515
37748,0.10241619868110395,0.5090620979782895,0.15058870195506202,0.11082401284628714,0.574262638509872,0.22094581761579768,0.006676732862346666,0.04499811145406543,0.945652678822092,0.32009661196761047,0.1264166304879193,0.0035953431593983413
39876,0.1775907051523813,0.4895174561435296,0.05996540340960135,0.14223541169978596,0.6623042369133136,0.1257015285679798,0.010754612719186424,0.07758808342617639,0.908814870346498,0.3186813823258888,0.08145359045697997,0.0033189553022455382
41172,0.23929413370853558,0.33581166509868765,0.046697030300453975,0.0638901887833549,0.7299556581205472,0.17510959970866372,0.0020019627774916955,0.039458293415260894,0.9579823666313885,0.2886671393475049,0.023695424261180154,0.0004254301387641218
41330,0.1122688452586903,0.4393991363224198,0.08962623960284123,0.12686919238193198,0.5776485319734903,0.16631562454672413,0.0025260036064933904,0.016234348535210417,0.9799903517199293,0.30442847987883703,0.10962189506549591,0.0010602598195575987
42040,0.10647121519075535,0.5092892043289577,0.041638224620614554,0.08054541519731005,0.7684488555882821,0.09230583158000029,0.0013465493930315512,0.018874822218757973,0.9792543735990964,0.28598954638786017,0.049000264623454526,0.0004376263746954181
42785,0.14451181510216748,0.5049773423484601,0.03549171647434571,0.05742286541783441,0.8228547127330015,0.08974844021641303,0.0011562455580631673,0.025712068447435222,0.972794024432541,0.2756137234346996,0.026224568606026614,0.00029542384143916396
44325,0.11534957500687908,0.5598549337130972,0.15532998423134536,0.11479285175635096,0.6029525601263287,0.22295917058382245,0.012103619929209726,0.08473171259950603,0.9000942137693814,0.25445233640804826,0.08903202659025627,0.004610284015244369
45398,0.09622365635126362,0.3255383892973655,0.2718096583242877,0.084340498029066,0.3636911642031816,0.46856795080497554,0.010335647470160206,0.06877196488723196,0.9163199292255825,0.24959577877974068,0.06793231827607137,0.0037244155788880426
45985,0.06307988871066891,0.3065345127193567,0.021324352997452407,0.038359311384061553,0.8248401449507062,0.08195391888197415,0.002013361025913578,0.06183353795793066,0.9346022137741928,0.3272003953523,0.029464749962792317,0.0008331689504233681
48119,0.10862131119363251,0.31130023234363324,0.024163726246349486,0.0680077961375788,0.7679023661571021,0.09112437434675826,0.0011366339584900677,0.01962058821409706,0.9785810768211602,0.33345223110801564,0.043766598055913764,0.0003969056131598753
49456,0.3015802946027157,0.22013110724349844,0.20765816218487385,0.21478551140563204,0.22039082000074917,0.4646281864207681,0.0070200838377868415,0.01609812446996249,0.9753392774565178,0.30065532479535795,0.11131159408532423,0.001713647309790881
50056,0.2652159860019363,0.32755000340573426,0.013698327848002472,0.054842031703841186,0.8593656226369227,0.06079292795666616,0.0006248899014272744,0.01656353705541408,0.9826434547671398,0.3280494432813904,0.02083939378126197,0.00014014258241755364
57653,0.2172033923499948,0.22397733642173354,0.3477036602743242,0.1883405511193821,0.19825862391097643,0.49744993296112705,0.00706269857478975,0.012016307250921742,0.9791847982265783,0.2715116639778668,0.14912217759120158,0.0022328876989454404
57705,0.11779540455548244,0.4788932153133135,0.01663622998683545,0.08350995998425012,0.8119479807226543,0.042010779331776354,0.0005173301090203857,0.007491589746555814,0.9917800119347244,0.35696605212754345,0.05772686487337082,0.00019485137722953326
58900,0.09801588598691882,0.3815569117735439,0.053099421426916815,0.12700845555813078,0.5816695841712654,0.11361231559927161,0.0014932563817585875,0.009598352427220319,0.9879000784625668,0.3433440367716739,0.1305626356486177,0.0007408037286250392
64361,0.1079437504030059,0.1326680397384666,0.2649331323827379,0.11554983887170722,0.14290484639978746,0.41756821857508347,0.006071018085713307,0.01098625454359911,0.977509722125589,0.3188737814056316,0.20893263401530315,0.0035037418075374617
64813,0.16313602730305063,0.37782193187222124,0.034539912112893374,0.06747385640986599,0.7747542064703103,0.11281733620534969,0.003853491932307572,0.07047915666437383,0.9242220580709758,0.29139509904148103,0.030858621193713055,0.0009921066709369874
64903,0.12297254361897923,0.5087329041762227,0.018730702894948076,0.11602818993724147,0.7570068476849536,0.04056188366182287,0.001237487388710133,0.011749817808975839,0.9865233073016137,0.263948195491394,0.0652411190602529,0.00036952604784745176
69541,0.07200559871818513,0.6177181688468527,0.03266438816233247,0.06647572030613706,0.8243310163402332,0.05900350113050628,0.001922350231417648,0.03226733458645001,0.9650481437786957,0.31185786988655106,0.0563811402860914,0.0008561923969304551
69979,0.17120145864064557,0.2997373056860786,0.20529076385085795,0.17732106450111007,0.32199230034796184,0.3266347583201207,0.007475796806384333,0.020106243829717624,0.9692653875825693,0.26814989862964267,0.14415148134348316,0.002610991048157081
70325,0.2811660630643157,0.34142665029990354,0.019706909615095913,0.08181706904221957,0.8043456009155819,0.08011422819391803,0.0007536498046936559,0.01278539703433911,0.9862789631142318,0.3145718827822254,0.02965705468366583,0.00016004722199636473
72139,0.12384397333451967,0.5162590043230285,0.008888470623370505,0.09413802895878702,0.8211321302534079,0.02091213078450261,0.00021864305102840183,0.002821041418612571,0.9968795074949365,0.29461778383967346,0.053565168708321564,6.78259381325488e-05
72492,0.17430409350358425,0.4010009060348231,0.12379177312769164,0.14253641974362352,0.5127320104744989,0.2601199484893116,0.0021370222931602866,0.012633114617478632,0.9845874777952498,0.3099550955805019,0.08715693546170135,0.0006617097363820074
73922,0.054402794525930116,0.4974966970475207,0.10073998031373435,0.06576841350504066,0.6690868463160523,0.17455279335601132,0.0032319930139984125,0.04236119382488231,0.952254542436916,0.22876889195733918,0.05966313849051147,0.0014174684482524617
75033,0.14646356777248518,0.3511452138908955,0.11242174775440701,0.16279644165173446,0.4514770079202583,0.21873952655927376,0.0027616373272865706,0.011590053070204023,0.9843180344094846,0.31820767942521927,0.1362582390874403,0.0010854792851800452
76914,0.15022416978550862,0.370045892249684,0.006984275378109388,0.09926899759663399,0.7987822339880901,0.023524222914823485,0.00025742724636782297,0.0032321417114769524,0.9963976636030923,0.3306413574855186,0.05485063161145121,7.887027228938063e-05
77019,0.1747414266899771,0.47650508813891035,0.09950249205400802,0.17675315430088936,0.5530584788153394,0.16903113113657908,0.00583431861187315,0.026719187749082964,0.9657865901216754,0.31835009088794347,0.1292007497798081,0.002120073541175893
77258,0.14618944784716145,0.40075882994605283,0.013168872420519574,0.09178906928602332,0.7989060916473215,0.04075921981007256,0.000562687185396568,0.007603900590960271,0.991600784852615,0.32244616525880193,0.050245814505644706,0.00017052222826795808
77427,0.06593491744792745,0.4570253903293735,0.0821746115034644,0.07165468616918261,0.674349040660777,0.16662634185149885,0.003074690165582588,0.03976519248855828,0.9552891401201389,0.20721063511700205,0.04584851850071911,0.000981819862431756
81278,0.10746170051815485,0.49882637381316197,0.029264357847643304,0.10903969964285647,0.7356199152040316,0.06161686868227902,0.0013452701954662588,0.012957908429365115,0.9850938050637215,0.23840206364895422,0.06130890068130532,0.0003944609479015269
81592,0.3240583988516612,0.15365657383158096,0.003263773954105379,0.016285204571642026,0.9410440700598381,0.03419753997535754,0.0001903086290793189,0.018814435875417566,0.9809350639047256,0.3682848310610983,0.006012365834449139,4.271048574133691e-05
81949,0.17993335613700837,0.36494527593734016,0.23305452593529744,0.17345547210512716,0.36999758899759544,0.3499767565484276,0.0057079229767791435,0.018034308956810827,0.974687739316851,0.29709291225363305,0.14257529647220285,0.0021004685316727964
82380,0.28191677750136623,0.32024941307666155,0.02361277362512502,0.04198476013955998,0.8345823566099579,0.10578412769910195,0.0009814975692203347,0.033539717484030604,0.9652344572581325,0.2913868337080718,0.01374218578614642,0.00019024550937270116
84134,0.1557088436230028,0.5138826124271865,0.10283145791736593,0.149482901316217,0.6000006429848463,0.172719230693324,0.018442126165798114,0.10648736860014153,0.8701395637211315,0.24162173482587537,0.08259838808119369,0.005235248695067922
84171,0.06717918342179753,0.4799421306690469,0.06422616891040366,0.07491929365143055,0.7069255808118312,0.12880191789205306,0.001848331457885907,0.023745721442291357,0.9732987607860943,0.38364754777932936,0.08820253954308253,0.001092928247260433
85666,0.12085159571139359,0.43882198549852647,0.15054383080902325,0.13329612145925368,0.5044741228411762,0.23221993003016408,0.005668284564991499,0.028784523004037388,0.9629983128933878,0.2534972103536246,0.11373053279484759,0.002229719379643701
85965,0.2188494360308427,0.2899043304312157,0.005802261963931545,0.0300032377107556,0.9218071915961591,0.030026191484838656,0.00043302932315029724,0.021652437972785262,0.977759959306432,0.3034943312393848,0.01135554862898087,9.663761976464096e-05
90327,0.09710098630922673,0.4787575680244013,0.01620958593114687,0.040384907871941364,0.8837830721916109,0.04403579901961424,0.0007856987400435438,0.025303848125946292,0.9735674179955144,0.3362936100372501,0.026212382442019126,0.0002827936145247884
92864,0.10762796848505168,0.30175449603877097,0.1795671671587035,0.12689824016164175,0.36381943334436984,0.29206207496158676,0.01029319341570166,0.0398103979551274,0.9425184859164405,0.23869090891030195,0.12613660823178816,0.004284251308130555
93379,0.11697086920394871,0.4564986493660121,0.028225670978493805,0.09881684599594205,0.7510021644838325,0.06902808084465996,0.0014327117795812257,0.016186347682115434,0.9817525179940858,0.30046197210127334,0.06121784709246238,0.0004740517111366927
94807,0.11916598719903354,0.4541972982482521,0.06981934540631786,0.13586668279903968,0.6015524166489583,0.13020969912346522,0.0018086873998939697,0.011276196883255374,0.9860492776344041,0.28351762687015947,0.10517864919174624,0.0006879719980458633
95080,0.0289307878200611,0.5390440647820991,0.09205998303777305,0.03844821721797976,0.7366492882725121,0.14897720587582294,0.0039957552668422654,0.09065585874996074,0.9015354049418594,0.20709202852125355,0.04625039176825277,0.0023227026217526774
95804,0.32021746495426456,0.28673012189021346,0.055351043362338474,0.25762278113697745,0.4563124330072878,0.16914301921736402,0.0044961776559102416,0.015291876603990954,0.9791194754625224,0.30159897857042334,0.10442209758396326,0.0009756783635116448
95869,0.15807621972301045,0.377190124596551,0.12944661368275612,0.15234469827293176,0.47410994615674185,0.25669902930533106,0.005336238921084205,0.026200028726580418,0.9664660773392556,0.2685681005761155,0.09359501553449207,0.0016001406116763943
96826,0.23087232666718338,0.4219717959597314,0.05360411268367993,0.07448666808432552,0.7392788534424927,0.15724780353355558,0.0061256222287595615,0.10179854313132891,0.8907028865149116,0.30788137060389964,0.030401647283927448,0.0014399680102085042
97396,0.055094787433100215,0.4807487572504021,0.018792818378780364,0.07398332796881267,0.7723665047645403,0.03927025057634876,0.0005190403679496503,0.007047858870982783,0.9920298164400795,0.2682496031031945,0.06889284330916186,0.00024290456173325708
98202,0.10546164116614581,0.4683852845855854,0.11306297443142907,0.11251077656195888,0.5867698808084887,0.1989397727927819,0.0030223773621928843,0.02213905191723201,0.9735074782970923,0.2572384897396013,0.08362328558607773,0.0010936411113635887
101793,0.13422695447125146,0.5388999535482702,0.014444224483143555,0.08394889524197113,0.8351950482055316,0.033644598207870156,0.0005013939836146034,0.007497101596629348,0.9918457727291445,0.3084802602151958,0.046614780100029146,0.00015376348808081989
105398,0.16686564739898474,0.5552476399409702,0.11417510293782333,0.15791821133120498,0.6044177052637639,0.17805160236954454,0.006067464473555319,0.03326872994443338,0.9595075196663883,0.24166986679200023,0.08799950336711519,0.0017069007120262029
106903,0.16339851498752667,0.2919800545303799,0.27039980131137514,0.15107432102365576,0.29495227626066267,0.43424768377498824,0.011458000444656951,0.03556333752040464,0.9490494561208362,0.2867765189790395,0.12520720927049814,0.004109099627939337
112279,0.1706233370982575,0.44987185648078104,0.23370153439852973,0.16862520062338818,0.44930314398475724,0.3027437775354714,0.012303946156725571,0.04252305217926766,0.942551077866209,0.20217509074069184,0.10999836067748543,0.0036356363912996782
112839,0.17679557278316463,0.49239562646120194,0.05819682713057149,0.15606373562561826,0.6464812397397504,0.1171512615477583,0.007170574425732016,0.04554217821018795,0.9453340965869105,0.2688825486033627,0.07920518014713523,0.0019264310066376788
113685,0.1588786104150406,0.38001914175079893,0.22864827193472695,0.15193292077930853,0.39553396619444114,0.3542950122136846,0.009570706455236987,0.0370932338043659,0.9505107989015364,0.28310245565183906,0.11964281303857927,0.003440845777077432
113888,0.08768726027889505,0.46775632945995216,0.18879018315578086,0.09721043448811781,0.5253999153376421,0.26566923301888135,0.0028024242914302397,0.018975906491450287,0.9767824513374141,0.280522214736598,0.12253399992019345,0.0015785218856785724
116119,0.32975529841651374,0.2827667002863988,0.021056348589439035,0.10748093426527149,0.7499026911449498,0.10040679818670413,0.0015118030745875889,0.01896584128647094,0.9791731746044094,0.3877307504919709,0.04466425664470749,0.00036948751138523315
119039,0.1607224676103204,0.3531703058700101,0.021533766657101595,0.04800054164944364,0.8373737489946124,0.0807782489281339,0.0019033957227243712,0.05253413239946982,0.9447975117554497,0.3127522323495058,0.02278621084228679,0.0005149734252921125
121795,0.22039116764799999,0.3338897982457244,0.1375025769202064,0.14597859115315046,0.4453840438440772,0.3329992050354911,0.007356221046605705,0.0407475134746401,0.9499286030127936,0.2436699262502478,0.0597980556560781,0.001555595610770453
121884,0.08600175857127293,0.38394242112559873,0.06688514987023464,0.11425958084110384,0.5126604791302104,0.10869965499613088,0.00662553480542176,0.036182025350950504,0.9504384161794339,0.2349875124772317,0.13413212341307507,0.003426622887364576
123143,0.08969483141552778,0.5104437097111244,0.11038374936232896,0.09938852122953087,0.6259118196176274,0.18001697358123084,0.006997747508060878,0.05861087571272366,0.9311392976857061,0.22273030221172996,0.07285087064978427,0.0025022187737263587
124377,0.16107007970690254,0.5943785258961363,0.029741411157950193,0.07572109665337673,0.8337474377280589,0.06429497574872396,0.0024110855641629333,0.040914222647311274,0.9562044276798111,0.28437103475002057,0.034732546690782115,0.0006225478405831076
125469,0.11593328421697158,0.2590771605933299,0.24011493027569242,0.12563431057706034,0.2935490755532996,0.39213030918155994,0.016620796531080197,0.05597369117899265,0.91717275044747,0.3038740435431375,0.1489754498093771,0.008079178299624325
129818,0.11742382073429389,0.2975809928842057,0.20342863970291952,0.1262315619321043,0.3531214994355487,0.36011486610370363,0.011086233889520413,0.04626475048794881,0.9365000712153552,0.23834999162031845,0.10027823056046302,0.0038410098072843507
130496,0.04020112025846841,0.4564931329374083,0.02929147967586675,0.0420705627358364,0.824493743051342,0.07022771050154794,0.001667386349611402,0.04337698563950385,0.9536567581897707,0.19964330045393372,0.026621668076802017,0.0005470524326579482
131813,0.18194424537153386,0.3949597417352021,0.07664323979659254,0.09809631383658998,0.6400795458778803,0.20672497306218554,0.003913817807767109,0.042503024597459346,0.952387182113371,0.260026901714868,0.041354166722625534,0.0008976282573134759
132384,0.13748536940202427,0.35903399916762857,0.14296613255540805,0.14200448331557064,0.4497173702979843,0.2741470495349266,0.005987550300852729,0.029029068666680653,0.962309882046929,0.38284662528607355,0.1424398683985725,0.00283910929383812
132655,0.12132775999631899,0.5772470672637325,0.14905087424620345,0.12027382624615883,0.6137159172612942,0.21096483404104646,0.008877252555707055,0.060303806153601765,0.9288257337747851,0.2596726654400344,0.0938071033602857,0.003396776973195454
133462,0.2158000316361511,0.47366200941252384,0.05116022073296715,0.1140354837654797,0.7165439310260108,0.12650381138975644,0.008166350425785715,0.0838740775020211,0.9062266955302689,0.24766185914382466,0.04097825844814652,0.0016546039339682878
137759,0.14147250947393356,0.21998520612605613,0.152219254518949,0.15945675995716108,0.28136676012430856,0.3243557991901556,0.002219677221896786,0.006525179187007434,0.9898739867984517,0.3738852549601558,0.18053019225825645,0.0010618336534134246
142364,0.04943191772423253,0.37549767969046755,0.22727624657053075,0.05935775273469367,0.45115774032060063,0.3122300217050858,0.003974369842259054,0.03453971079727529,0.956675697420345,0.22012630030897778,0.11218812442412956,0.0030444915218740456
143433,0.21100416710722225,0.23942394682037127,0.030543409179656172,0.10453933615465097,0.6703312434251305,0.14807243365497239,0.0010772825860509618,0.011961184558082637,0.9865195311997392,0.3259004663871764,0.04838445103345133,0.00027753495672914216
145142,0.18255205545241085,0.3536012982628543,0.03436735424353,0.09221721655754044,0.7306431584288271,0.11672936767954716,0.0009841196869218914,0.012816923573245032,0.985840421688265,0.35843018560091855,0.05041653963231844,0.0002992223081750606
145453,0.10372967480107724,0.47364288206223637,0.1637146956268959,0.11480675015652501,0.5252730483921197,0.21599967628255615,0.006957591514037003,0.03787110300225537,0.9512918611654158,0.21632927793985715,0.12024986637366727,0.0032413907629338136
147001,0.17589883772701054,0.31958506872124715,0.027802558366910188,0.07649383629737692,0.760392253945049,0.10797600796596347,0.0013805897867336674,0.022400989395733654,0.9756603403054713,0.2733537407727119,0.03161678996014047,0.0003200106234970343
147745,0.04206678654739231,0.5232192588703484,0.06553429603179968,0.05678126360804831,0.72577547907476,0.10915145512363035,0.004500850149877993,0.0690771026383279,0.9222755839656864,0.17596843429993703,0.05161697953332613,0.001976399913701971
148002,0.2009635231571191,0.23834423904392507,0.037875019805812114,0.09036859410487444,0.659508856184307,0.18128707934632812,0.0013775229608336056,0.017390015273552616,0.9806511485271078,0.30951314572721583,0.04075130320288235,0.0003441433887613163
149569,0.3289223808048506,0.2263642908882173,0.10869138558716472,0.17051231822660443,0.36932453186772873,0.38551188413796644,0.003033122789721753,0.01428186081565018,0.9819808959897653,0.30309935209988226,0.0673371212144215,0.0006351324463727391
151658,0.12282703016681806,0.346452097874407,0.033320462190873125,0.12540473620479822,0.6465072813925956,0.09527463609578823,0.002036053698626332,0.016083655641614757,0.9807603505600262,0.23208696657482836,0.061970690131487274,0.0005225639050310522
152689,0.20722979238980516,0.29455931664477236,0.2143226949661498,0.20701036408443188,0.30188100622597686,0.3274923420168503,0.008767050216430932,0.01906194253712944,0.9691845912657825,0.2542716359346821,0.1465470622533881,0.0026748589327934566
158660,0.22005531792854505,0.3070554051548584,0.021174096314865977,0.05144746433128522,0.8239111235136487,0.09461382141333169,0.0009644097746696874,0.02571959200853358,0.9729898408570536,0.33165022998690574,0.022046319900480348,0.00023946541541229442
158726,0.1754042102506497,0.4356809789270456,0.1428117089760665,0.16785482537939247,0.4917233868726763,0.245780190639215,0.003611729387774962,0.01613366491444552,0.9792615983067401,0.25009105294666184,0.09617520663457788,0.0010090984719240703
159974,0.11061922113193316,0.4786636345607687,0.06512333406076923,0.08919167901639546,0.7014006520977099,0.14187714379781188,0.002227223227984357,0.026040280146378315,0.9708474911917021,0.30259492627097245,0.05912835720492719,0.0007748927963734366
162396,0.1870258609119622,0.5266515879129587,0.0432650657531748,0.16643955543087074,0.6745685558139488,0.08468197414910504,0.0010637287716754918,0.006587966209006935,0.9920962422124479,0.26729200568618733,0.08171912946005214,0.00027719522025955023
163683,0.1654453160529207,0.5372090510620301,0.1181799112187122,0.13724475763343716,0.6092563396133228,0.20296263772474216,0.00618423135157664,0.04157245996205266,0.9510652267206734,0.2534802153666011,0.07149773530398616,0.0016667276954954627
163837,0.18086122066537275,0.4698130665830029,0.1726128320771521,0.1464263870299171,0.508845741598468,0.2913111962863278,0.016238711582534072,0.08793087839608492,0.8928157610877662,0.23363327798709416,0.07062254235070094,0.003985687458959302
167743,0.11398945493351331,0.5014185237885568,0.0280757215476948,0.10491896407476477,0.7520194736676846,0.0612540007179487,0.0008176389066502413,0.008525335161866533,0.9903199498642952,0.29922223448850405,0.06866065136561081,0.0002829061506939354
168246,0.13755512518539229,0.41150466873966596,0.08477333120767434,0.09409970118404479,0.6322055597951504,0.2066875368355572,0.0025959019786571053,0.027677690740547187,0.9687532393519983,0.27829053695944705,0.050926152954284105,0.0007396174914916199
169093,0.08550333848143461,0.4176187357406719,0.028901135688078426,0.09345659433261602,0.7242639490976882,0.07141890807304975,0.0008126961833886892,0.008974216462657923,0.9897158259777317,0.30064618956301475,0.07122105665109132,0.0003194597277984367
172611,0.08919075744760932,0.46734993731652663,0.07151433945532036,0.06944411032243154,0.7115231559581381,0.15805952664976422,0.00517441448301484,0.07696539978713259,0.9154712290550616,0.24575891260086755,0.040287436168902846,0.0015784792070374092
173845,0.07788368561143877,0.3750369868917427,0.018072302085115063,0.028211419690194698,0.8793135522991105,0.061510416467544377,0.000942388900185759,0.04263973641297069,0.9558480241558072,0.24541825816761245,0.01436517978913879,0.00026436647912924245
174262,0.07408525058711421,0.4974044794338141,0.0029154515879910915,0.059924769108799895,0.8729511088794194,0.007173718152335423,0.0001320436503764356,0.002696865702532576,0.9971000023056925,0.315536170117588,0.044447253616301766,5.270492500331155e-05
175575,0.22669468776863755,0.3804971746651613,0.004702018437991091,0.10750455686923208,0.8208007087295215,0.016712931809045956,0.0001997394047288114,0.0025127925026289947,0.9972287293611892,0.29242725274248066,0.041427271280809516,4.425801352172494e-05
176865,0.2553350935368886,0.3447228807865373,0.08543372261577503,0.10409602576310648,0.5868802650578423,0.2650228754469784,0.002246562593974437,0.023078549841674616,0.974149201309924,0.2612053807583366,0.03654356472251371,0.0004365928559299654
179587,0.21009091789331621,0.3842003521469225,0.020181319758927743,0.05349932853979457,0.8465666634234987,0.07264072250126868,0.001654976702341296,0.042779125590599126,0.9550758377410926,0.30465470408272405,0.02156792904533786,0.00038725929717139333
183496,0.07939891618760331,0.4628952129320379,0.02723304360520553,0.07162437549832883,0.7877466164399204,0.06578505908546756,0.0009362968201840706,0.014617277009782957,0.9839305063814422,0.25249168884353307,0.04389934481198238,0.0003026101776354627
186318,0.12784209559272808,0.43531226527760575,0.08221735509977038,0.14296420383371083,0.5684910356413534,0.15381023638786148,0.00304431334287924,0.01734142105171123,0.9782118229892,0.2647660899809385,0.10059302866606167,0.0010470660819741197
189506,0.04671380311877317,0.5248804286166854,0.04183721026559596,0.06391627303839065,0.7222998917174803,0.06713020513421993,0.002130465727552932,0.02807234837426212,0.9674820829990507,0.18514120320009603,0.07023755287486277,0.0011087837523477639
195129,0.06839913987166972,0.505562701361322,0.12093263194684789,0.08230407371719031,0.6144357652674196,0.17725544991473519,0.005460522700469139,0.049163636971723795,0.9415097558603025,0.26135565234709257,0.10793656808429422,0.0033117165675907337
