"AIM/CGE 2.0","SSP4-45","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","",29596.0838,32269.222,"",38801.8776,"","","","","",41602.0046,"",41984.972,"",38443.3751,"",33495.1061,"",29304.3472,"",24721.5277,"",20723.0693,"",17041.8741
"AIM/CGE 2.0","SSP4-45","World","Emissions|CO2|AFOLU","Mt CO2/yr","",4777.8507,5928.9935,"",6016.1861,"","","","","",4653.0565,"",4022.1828,"",2406.291,"",1967.8869,"",947.3281,"",528.628,"",15.4854,"",-323.6393
"AIM/CGE 2.0","SSP4-45","World","Price|Carbon","US$2010/t CO2","",0,0,"",0,"","","","","",1.6881700000000002,"",1.53681,"",3.38745,"",9.249460000000001,"",18.127229999999997,"",26.07517,"",33.40425,"",39.89524
"AIM/CGE 2.0","SSP4-Baseline","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","",29596.0838,32324.1038,"",39107.4381,"","","","","",44890.53,"",46716.5768,"",44294.7511,"",40810.5828,"",38129.2208,"",37034.5292,"",36536.0675,"",35812.3362
"AIM/CGE 2.0","SSP4-Baseline","World","Emissions|CO2|AFOLU","Mt CO2/yr","",4777.8507,5932.4508,"",6017.7397,"","","","","",4882.108,"",3833.2497,"",3000.0191,"",2923.6432,"",2435.0557,"",1878.5649,"",1363.8548,"",951.1778
"AIM/CGE 2.1","CD-LINKS_INDC2030i_1600","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","",28298.442000000014,30537.4362,33002.7764,35889.7743,"","","","",35314.263,33976.0175,24604.6182,19305.4253,16483.0805,15868.7853,13701.4287,10979.346000000001,9025.4581,9366.8591,9657.8007,10056.9158,10342.7894,9802.4758,9146.5013,7558.1659
"AIM/CGE 2.1","CD-LINKS_INDC2030i_1600","World","Emissions|CO2|AFOLU","Mt CO2/yr","",4591.2038,3326.7209,3330.8281,3126.962,"","","","",2524.8897,1277.0088,449.3802,-1308.7123,-1403.6302,-2842.2223,-3486.4298,-3547.9859,-2989.8731,-2727.7028,-2419.9047,-2131.0744,-1985.5317,-1851.5353,-1737.7955,-1601.4475
"AIM/CGE 2.1","CD-LINKS_INDC2030i_1600","World","Price|Carbon","US$2010/t CO2","",0,13,1,1,"","","","",1,1,72.8668,143.0415,142.1165,123.4566,128.6092,142.3458,155.9066,153.0294,150.6321,147.4064,144.9818,147.7407,151.5488,160.3515
"AIM/CGE 2.1","CD-LINKS_INDCi","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","",28298.442000000014,30537.5872,33156.1194,36051.7491,"","","","",35778.2104,34518.12,35913.3052,37274.9495,38253.708,38918.4334,39562.9615,40950.2146,42472.8425,43648.6988,44830.3746,46225.3162,47717.9997,49293.7956,50737.1866,51572.0925
"AIM/CGE 2.1","CD-LINKS_INDCi","World","Emissions|CO2|AFOLU","Mt CO2/yr","",4591.2038,3326.7048,3400.4506,3149.5612,"","","","",2576.7857,1490.3067,1394.0439999999999,1104.5667,780.2098,526.7738,601.175,492.0646,397.5187,298.3744,250.9523,198.4205,118.5397,43.5799,-9.4803,-82.4289
"AIM/CGE 2.1","CD-LINKS_INDCi","World","Price|Carbon","US$2010/t CO2","",0,13,1,1,"","","","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AIM/CGE 2.1","CD-LINKS_NDC2030i_1000","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","",28298.442000000014,30537.4362,33002.7764,35889.7743,"","","","",35314.263,33976.0175,24370.1074,18778.4142,10001.6566,7005.1388,4392.9318,2480.0918,220.9056,217.2793,442.3867,509.5476,568.2751,355.3094,-55.4186,-711.4037
"AIM/CGE 2.1","CD-LINKS_NDC2030i_1000","World","Emissions|CO2|AFOLU","Mt CO2/yr","",4591.2038,3326.7209,3330.8281,3126.962,"","","","",2524.8897,1277.0088,690.8608,-1335.655,-2791.6457,-2640.5879999999997,-3557.6692,-4825.357,-4257.4328,-3715.1583,-3640.0284,-3325.3336,-3041.6386,-2869.383,-2730.7401,-2466.4965
"AIM/CGE 2.1","CD-LINKS_NDC2030i_1000","World","Price|Carbon","US$2010/t CO2","",0,13,1,1,"","","","",1,1,74.9275,146.2064,341.1154,309.6546,263.1995,295.7045,428.9253,391.3322,350.1878,321.5161,301.2148,293.0027,304.9478,340.66
"AIM/CGE 2.1","CD-LINKS_NPi2020_1000","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","",28298.442000000014,30442.967999999997,32676.0916,35214.9733,"","","","",30107.3223,23049.2298,16129.858999999999,13160.0291,11384.9072,10992.1203,7926.3893,4769.1086,2358.2786,2448.8223,2638.9622,2815.3945,3219.2818,3017.4398,2404.107,1701.0982
"AIM/CGE 2.1","CD-LINKS_NPi2020_1000","World","Emissions|CO2|AFOLU","Mt CO2/yr","",4591.2038,3376.7628,3325.5166,3387.0825,"","","","",1453.0996,346.2573,-1419.6617,-1498.644,-2094.8684,-3877.2278,-3893.3862,-3762.755,-3023.6115,-2500.0799,-2323.5597,-2070.0019,-2031.0408,-1884.0271,-1769.3866,-1710.6377
"AIM/CGE 2.1","CD-LINKS_NPi2020_1000","World","Price|Carbon","US$2010/t CO2","",0,13,1,3.7644,"","","","",23.0391,88.65,213.6961,221.9555,168.3926,151.4213,168.7784,191.843,244.1933,231.5194,217.0627,202.9117,195.3055,194.8827,197.7873,212.2406
"AIM/CGE 2.1","CD-LINKS_NPi2020_1600","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","",28298.442000000014,30537.4362,33002.7764,35643.8913,"","","","",31389.5583,24018.0963,21197.106,21018.1612,20460.2619,19210.7541,16487.477,13717.7597,11558.893999999998,12000.918,12420.4679,12942.4889,13406.639,12982.2251,11865.6462,10260.5285
"AIM/CGE 2.1","CD-LINKS_NPi2020_1600","World","Emissions|CO2|AFOLU","Mt CO2/yr","",4591.2038,3326.7209,3330.8281,3531.9215,"","","","",1490.0923,398.24199999999996,-484.7144,-1654.8574,-2819.5188,-3407.6031,-3201.3964,-2941.4485,-2313.7611,-2128.4322,-1918.6053,-1711.1587,-1581.8310000000001,-1503.6609,-1426.2403,-1352.411
"AIM/CGE 2.1","CD-LINKS_NPi2020_1600","World","Price|Carbon","US$2010/t CO2","",0,13,1,6.9449,"","","","",19.7532,82.3523,106.4645,95.5546,94.1112,98.8122,112.0169,126.9542,137.7973,136.0619,134.4443,132.0763,129.9692,131.8025,136.6577,144.909
"AIM/CGE 2.1","CD-LINKS_NPi2020_400","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","",28298.442000000014,30444.0141,32677.1114,35215.8959,"","","","",27972.8032,21485.0184,15085.6993,10057.355,4259.161,307.9178,-897.6098,-1499.5941,-1998.9689,-2134.3946,-2294.8123,-2672.8054,-2899.8479,-3026.2295,-3168.8491,-3381.6112
"AIM/CGE 2.1","CD-LINKS_NPi2020_400","World","Emissions|CO2|AFOLU","Mt CO2/yr","",4591.2038,3376.7,3325.4788,3386.7432,"","","","",1344.9762,93.7798,-1735.7999,-3282.1946,-4555.8275,-5280.7206,-5620.1025,-5539.2847,-5027.7913,-4886.4639,-4699.7091,-4256.7062,-3995.3996,-3763.2838,-3694.0338,-3452.6684
"AIM/CGE 2.1","CD-LINKS_NPi2020_400","World","Price|Carbon","US$2010/t CO2","",0,13,1,3.7674,"","","","",37.9091,112.2743,237.6064,338.1782,600.5207,998.5694,1076.4199,1064.3461,1037.6952,999.1171,1023.9064,1240.3115,1375.4224,1378.0256,1393.4016,1798.7483
"AIM/CGE 2.1","CO_Bridge","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","",27338.1315,31642.2778,33891.1505,36053.0953,"","","","",32608.9478,29665.2091,25030.4568,20872.2633,16445.5678,11398.4067,"",7266.1709,"",5462.1673,"",4231.3946,"",3134.0284,"",2172.352100000001
"AIM/CGE 2.1","CO_Bridge","World","Emissions|CO2|AFOLU","Mt CO2/yr","",4591.2039,3400.7491,3515.1138,3282.0259,"","","","",1813.4959,950.3739,-298.3425000000001,-1399.4160000000002,-2067.681,-2755.0402,"",-2709.5771,"",-2570.4201,"",-2308.5777,"",-2051.9958,"",-1897.1051
"AIM/CGE 2.1","CO_Bridge","World","Price|Carbon","US$2010/t CO2","",0,0,0,0,"","","","",13.447750491899212,26.044512812944102,49.90180821747516,73.50831473133121,96.99808561499937,120.7888354622657,"",145.011081226189,"",170.26849671772933,"",197.2172900102034,"",229.20323758952512,"",305.0636118536652
"AIM/CGE 2.1","CO_CurPol","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","",27338.1315,31642.2778,33891.1505,36086.185,"","","","",38315.409000000014,39907.38110000001,41676.6551,43138.4911,44085.3688,44216.03170000001,"",44785.7878,"",45624.6858,"",46698.77099999999,"",47931.1115,"",49034.1419
"AIM/CGE 2.1","CO_CurPol","World","Emissions|CO2|AFOLU","Mt CO2/yr","",4591.2039,3400.7491,3515.1138,3278.3358,"","","","",3044.6187,2597.1054,2297.9376,1985.3398,1685.4448,1368.4537,"",1307.2019,"",1100.8075,"",1009.5482,"",878.87,"",741.5418
"AIM/CGE 2.2","EN_INDCi2030_1000f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",39349.4904,39715.3351,35560.9724,24599.6478,21980.156000000003,20353.4102,15686.0593,9437.2698,4087.9833,-349.1083,-3523.1299,-3745.744,-3975.6097,-4214.6721,-4434.2219,-4623.1485
"AIM/CGE 2.2","EN_INDCi2030_1000f","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",2595.594,2135.9029,1015.7545,-97.7551,-1679.0288,-3153.4428,-3568.4052,-3397.9118,-3130.9557,-2838.9721,-2578.9139,-2358.6773,-2131.035,-1894.1275,-1676.6558,-1489.7407
"AIM/CGE 2.2","EN_INDCi2030_1000f","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",3,3,50,142.6092,124.7814,98.3204,121.0564,159.0577,186.4284,226.3682,261.5513,250.3187,242.6565,236.68200000000002,231.7674,227.3341
"AIM/CGE 2.2","EN_INDCi2030_1200","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",39349.4904,39715.3351,35560.9724,24940.417,22800.486,21078.3128,16831.6534,10397.7786,4944.1051,2713.5003,2436.9733,2174.3657,1916.8770000000002,1675.6033,1467.1259,1296.0726
"AIM/CGE 2.2","EN_INDCi2030_1200","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",2595.594,2135.9029,1015.7545,-94.0734,-1661.114,-3077.4354,-3423.3109999999997,-3247.4043,-3048.3986,-2814.9423,-2540.7127,-2280.3245,-2024.9575,-1785.7626,-1579.3147,-1410.2566
"AIM/CGE 2.2","EN_INDCi2030_1200","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",3,3,50,136.9838,112.7114,94.4331,114.3129,162.4281,183.3161,194.0572,191.2939,189.1947,187.3415,185.7342,183.9408,181.1098
"AIM/CGE 2.2","EN_INDCi2030_1200f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",39349.4904,39715.3351,35560.9724,27098.4313,26199.1825,24062.6055,20471.7258,15100.8778,9021.0377,4392.4226,287.1133,-3342.3976,-3647.5284,-3891.7569,-4138.6753,-4375.8999
"AIM/CGE 2.2","EN_INDCi2030_1200f","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",2595.594,2135.9029,1015.7545,-63.6722,-1455.3161,-2460.6904,-2564.5735,-2377.9803,-2381.9884,-2806.2231,-2885.513,-2698.8727,-2458.9013,-2216.8849,-1972.0887,-1736.9066
"AIM/CGE 2.2","EN_INDCi2030_1200f","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",3,3,50,108.9483,82.4745,75.4189,88.135,150.0012,187.5716,191.7924,221.8579,266.1026,252.5414,243.562,236.5696,230.5235
"AIM/CGE 2.2","EN_INDCi2030_1400","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",39349.4904,39715.3351,35560.9724,28287.246,27620.227000000003,25474.5397,22050.1445,18043.2477,11516.9141,6477.12,2726.1059,2641.7917,2393.3291,2117.8323,1860.8826,1623.2105
"AIM/CGE 2.2","EN_INDCi2030_1400","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",2595.594,2135.9029,1015.7545,-48.9592,-1319.1183,-2190.0984,-2265.6454,-2077.9481,-2011.3799,-2462.5219,-2829.6349,-2747.6177,-2501.301,-2227.905,-1973.0272,-1737.3608
"AIM/CGE 2.2","EN_INDCi2030_1400","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",3,3,50,97.5803,74.2458,71.5372,81.8449,113.7171,176.8977,187.7748,199.3414,194.3521,191.4891,188.9498,185.3416,182.2641
"AIM/CGE 2.2","EN_INDCi2030_1400f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",39349.4904,39715.3351,35560.9724,30152.2853,29502.0021,27305.4233,24041.2154,20431.5174,15662.6658,9853.7367,5257.892,1070.2345,-2501.1898,-3771.342,-3974.2531,-4189.1022
"AIM/CGE 2.2","EN_INDCi2030_1400f","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",2595.594,2135.9029,1015.7545,-26.4325,-1183.7699,-1846.5406,-1839.1625,-1668.1801,-1616.8902,-1964.7481,-2555.2652,-2699.3231,-2549.8389,-2337.0725,-2136.3864,-1923.6402
"AIM/CGE 2.2","EN_INDCi2030_1400f","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",3,3,50,79.2622,64.7894,64.7037,74.2454,99.8205,137.1584,169.9306,181.8228,210.9911,248.8451,253.4153,241.28799999999998,232.6425
"AIM/CGE 2.2","EN_INDCi2030_1600","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",39349.4904,39715.3351,35560.9724,31421.442000000003,30567.7399,28381.7407,25234.3045,21776.2523,17696.5307,12125.8389,7143.5065,2742.9898,2397.0637,2168.0625,1927.0146,1703.1074
"AIM/CGE 2.2","EN_INDCi2030_1600","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",2595.594,2135.9029,1015.7545,-12.65,-1111.355,-1697.9221,-1675.1535,-1509.7609,-1461.6905,-1762.8619,-2343.7045,-2615.7641,-2504.9778,-2278.1066,-2039.1374,-1817.2423
"AIM/CGE 2.2","EN_INDCi2030_1600","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",3,3,50,66.8767,60.2645,59.9631,68.9258,90.9572,120.4305,157.5862,170.0891,195.7622,193.4806,189.7051,185.9064,182.688
"AIM/CGE 2.2","EN_INDCi2030_1600f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",39349.4904,39715.3351,35560.9724,32716.4401,31569.1862,29378.7131,26341.972,23033.2999,19116.0553,14384.5499,9002.7676,4453.8095,950.1742,-727.9668,-972.3977,-1205.0266
"AIM/CGE 2.2","EN_INDCi2030_1600f","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",2595.594,2135.9029,1015.7545,2.83,-1016.3137,-1515.6603,-1479.3246,-1326.3142,-1293.5753,-1546.8944,-2095.407,-2555.3057,-2565.5293,-2375.993,-2151.369,-1926.848
"AIM/CGE 2.2","EN_INDCi2030_1600f","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",3,3,50,58.5817,55.5349,56.5139,64.4631,82.2853,112.1369,143.42600000000002,164.7314,183.8352,204.7748,213.2592,206.7046,202.4381
"AIM/CGE 2.2","EN_INDCi2030_1800","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",39349.4904,39715.3351,35560.9724,34619.7841,33191.1092,31034.6076,28191.8885,25128.757,21484.7518,17444.8364,12417.0098,7456.8146,4217.8936,2940.6195,2715.1968,2484.5255
"AIM/CGE 2.2","EN_INDCi2030_1800","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",2595.594,2135.9029,1015.7545,36.4834,-849.0146,-1247.4432,-1208.0865,-1084.4078,-1071.6778,-1287.8917,-1782.7262,-2354.4048,-2567.5370000000003,-2441.8508,-2218.512,-1989.8609
"AIM/CGE 2.2","EN_INDCi2030_1800","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",3,3,50,48.6007,49.9357,53.1024,58.9923,69.5921,97.6842,124.1855,151.1634,163.6484,182.5382,186.0726,182.3322,178.9973
"AIM/CGE 2.2","EN_INDCi2030_1800f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",39349.4904,39715.3351,35560.9724,34619.7841,33191.1092,31034.6076,28191.8885,25128.757,21484.7518,17444.8364,12417.0098,7456.8146,4217.8936,2940.6195,2715.1968,2484.5255
"AIM/CGE 2.2","EN_INDCi2030_1800f","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",2595.594,2135.9029,1015.7545,36.4834,-849.0146,-1247.4432,-1208.0865,-1084.4078,-1071.6778,-1287.8917,-1782.7262,-2354.4048,-2567.5370000000003,-2441.8508,-2218.512,-1989.8609
"AIM/CGE 2.2","EN_INDCi2030_1800f","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",3,3,50,48.6007,49.9357,53.1024,58.9923,69.5921,97.6842,124.1855,151.1634,163.6484,182.5382,186.0726,182.3322,178.9973
"AIM/CGE 2.2","EN_INDCi2030_800f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",39349.4904,39715.3351,35560.9724,23872.4623,17931.2689,13320.4193,8563.8813,3694.3654,-660.075,-2561.5531,-2992.2772,-3384.1427,-3734.3153,-4038.4562,-4294.3671,-4507.3618
"AIM/CGE 2.2","EN_INDCi2030_800f","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",2595.594,2135.9029,1015.7545,-105.3021,-1734.7727,-3440.26,-4301.3166,-4343.723,-3990.0055,-3538.3534,-3110.0039,-2720.4183,-2372.4129,-2070.3871,-1816.5325,-1605.5387
"AIM/CGE 2.2","EN_INDCi2030_800f","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",3,3,50,155.1484,190.4816,178.8199,171.4788,196.5091,241.5761,258.4922,250.3902,244.3029,239.3751,235.1717,231.1997,227.2015
"AIM/CGE 2.2","EN_INDCi2030_900f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",39349.4904,39715.3351,35560.9724,23885.0144,19479.4024,17706.8073,12148.0529,6578.7081,1693.2212,-2359.5742,-3233.0212,-3553.3167,-3858.1375,-4132.4283,-4368.3203,-4567.1527
"AIM/CGE 2.2","EN_INDCi2030_900f","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",2595.594,2135.9029,1015.7545,-105.1742,-1719.9208,-3345.7861,-4022.0959,-3953.3439,-3607.5796,-3223.0137,-2869.1917,-2551.2028,-2248.5703,-1976.4116,-1742.5829999999999,-1545.7547
"AIM/CGE 2.2","EN_INDCi2030_900f","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",3,3,50,154.9239,163.1928,123.7799,140.3896,172.3007,206.6012,254.7795,253.3117,245.8918,239.9872,235.0775,230.8178,226.7041
"AIM/CGE 2.2","EN_INDCi2100","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",39349.4904,39715.3351,39455.9833,38763.1758,37315.5935,35170.2059,32742.8246,30347.093999999997,28092.3056,25695.232999999997,23316.9656,21033.9997,18781.5607,16754.5823,14892.6121,13220.066
"AIM/CGE 2.2","EN_INDCi2100","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",2595.594,2135.9029,1478.2649,525.9921,-241.8658,-665.7953,-846.7865,-1110.6607,-1561.2262,-1750.3064,-1767.8349,-1824.2394,-1845.0311,-1795.981,-1718.6875,-1714.8995
"AIM/CGE 2.2","EN_INDCi2100","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"AIM/CGE 2.2","EN_NPi2020_1000","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",30695.9701,26000.1815,25741.6607,24722.754,22266.917,19076.0291,14363.2208,8627.2617,4123.7998,2540.2277,2326.5092,2063.7645,1815.4564,1583.1686,1376.0859,1207.362
"AIM/CGE 2.2","EN_NPi2020_1000","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",1855.7432,1106.1095,-308.5137,-1727.7808,-2303.595,-2345.3771,-2133.7033,-2234.9263,-2625.9913,-2641.5604,-2430.1683,-2169.6503,-1923.4687,-1693.2661,-1488.2152,-1321.4825
"AIM/CGE 2.2","EN_NPi2020_1000","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",71.1743,108.3437,83.0003,73.158,76.8828,95.523,146.947,178.6169,191.5865,197.5078,193.6703,191.334,189.2453,187.3974,185.5136,182.8582
"AIM/CGE 2.2","EN_NPi2020_1000f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","",32767.2853,35223.7052,39016.614,"","","","",31794.6789,28713.554,29114.363999999998,28012.5759,25715.1853,22889.6216,19368.818,15205.1674,9617.5728,5192.5887,1159.744,-2420.6444,-5375.1497,-7404.6281,-7892.2383,-7937.4602
"AIM/CGE 2.2","EN_NPi2020_1000f","World","Emissions|CO2|AFOLU","Mt CO2/yr","","",3236.3952,2984.3408,2934.6175,"","","","",1853.7268,1152.4244,-110.05,-1194.407,-1586.3049,-1647.4931,-1495.5833,-1522.3014,-1904.0837,-2460.7755,-2568.4722,-2406.0544,-2226.8815,-2168.3384,-2216.0024,-2173.1255
"AIM/CGE 2.2","EN_NPi2020_1000f","World","Price|Carbon","US$2010/t CO2","","",0,0,0,"","","","",59.7657,77.9083,62.7462,61.1171,65.1626,76.475,104.4709,137.9201,169.1795,182.9727,212.6558,253.1731,317.0748,377.3655,365.7593,336.985
